,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Average_Sales_Game,Sales_Per_Platform,Average_Sales_Per_Year,SK_Game
12946,12948,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12946
12947,12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12947
12948,12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12948
12949,12951,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12949
12950,12952,Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12950
12951,12953,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12951
12952,12954,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12952
12953,12955,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12953
12954,12956,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12954
12955,12957,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12955
12956,12958,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12956
12957,12959,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12957
12958,12960,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12958
12959,12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12959
12960,12962,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12960
12961,12963,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12961
12962,12964,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12962
12963,12965,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12963
12964,12966,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,12964
12965,12967,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12965
12966,12968,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,12966
12967,12969,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12967
12968,12970,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12968
12969,12971,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12969
12970,12972,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,12970
12971,12973,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12971
12972,12974,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12972
12973,12975,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12973
12974,12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12974
12975,12977,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12975
12976,12978,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,12976
12977,12979,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12977
12978,12980,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12978
12979,12981,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12979
12980,12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12980
12981,12983,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12981
12982,12984,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12982
12983,12985,Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12983
12984,12986,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12984
12985,12987,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12985
12986,12988,Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12986
12987,12989,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12987
12988,12990,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,12988
12989,12991,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12989
12990,12992,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12990
12991,12993,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12991
12992,12994,IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12992
12993,12995,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12993
12994,12996,Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12994
12995,12997,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12995
12996,12998,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12996
12997,12999,Piglet's Big Game,GBA,2003,Platform,THQ,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12997
12998,13000,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,12998
12999,13001,Pony Friends,DS,2007,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,12999
13000,13002,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,13000
13001,13003,Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13001
13002,13004,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,13002
13003,13005,MorphX,X360,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13003
13004,13006,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13004
13005,13007,Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13005
13006,13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13006
13007,13009,Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13007
13008,13010,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13008
13009,13011,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13009
13010,13012,Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,13010
13011,13013,RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13011
13012,13014,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13012
13013,13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13013
13014,13016,The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13014
13015,13017,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13015
13016,13018,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13016
13017,13019,SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.03,0.01,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13017
13018,13020,Lagoon,SNES,1991,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13018
13019,13021,Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,13019
13020,13022,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13020
13021,13023,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13021
13022,13024,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13022
13023,13025,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13023
13024,13026,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13024
13025,13027,Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13025
13026,13028,Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13026
13027,13029,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13027
13028,13030,Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13028
13029,13031,Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13029
13030,13032,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13030
13031,13033,Sengoku Basara X,PS2,2008,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13031
13032,13034,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13032
13033,13035,Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13033
13034,13036,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13034
13035,13037,Ontamarama,DS,2007,Action,Atlus,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13035
13036,13038,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.02,0.0,0.03,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13036
13037,13039,DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13037
13038,13040,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13038
13039,13041,Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13039
13040,13042,FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13040
13041,13043,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13041
13042,13044,Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,13042
13043,13045,Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,0.060000000000000005,1.2,0.0019354838709677422,0.001282051282051282,13043
13044,13046,Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13044
13045,13047,Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13045
13046,13048,Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13046
13047,13049,Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13047
13048,13050,Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13048
13049,13051,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13049
13050,13052,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13050
13051,13053,Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13051
13052,13054,Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13052
13053,13055,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13053
13054,13056,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13054
13056,13058,Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13056
13057,13059,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13057
13058,13060,Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13058
13059,13061,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13059
13060,13062,Expendable,PS,1999,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13060
13061,13063,Imagine: Artist,DS,2009,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13061
13062,13064,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13062
13063,13065,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13063
13064,13066,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13064
13065,13067,Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13065
13066,13068,Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13066
13067,13069,The Typing of the Dead,DC,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13067
13068,13070,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13068
13069,13071,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13069
13070,13072,Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13070
13071,13073,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13071
13072,13074,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,13072
13073,13075,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13073
13074,13076,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13074
13075,13077,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13075
13076,13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13076
13077,13079,Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13077
13078,13080,Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13078
13079,13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13079
13080,13082,Caligula,PSV,2016,Role-Playing,FuRyu,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13080
13081,13083,Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13081
13082,13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13082
13083,13085,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13083
13084,13086,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13084
13085,13087,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13085
13086,13088,Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13086
13087,13089,Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13087
13088,13090,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13088
13089,13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13089
13090,13092,Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13090
13091,13093,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13091
13092,13094,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13092
13093,13095,Kamiwaza,PS2,2006,Action,Acquire,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13093
13094,13096,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13094
13095,13097,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13095
13096,13098,Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.02,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13096
13097,13099,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13097
13098,13100,Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,0.04,0.7999999999999999,0.0012903225806451613,0.001282051282051282,13098
13099,13101,Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13099
13100,13102,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13100
13101,13103,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,0.05,1.0,0.0016129032258064516,0.001282051282051282,13101
